P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
301361,129,태평백화점,99,돼지고기(생삼겹살),600g,20280,May-12,제주삼겹살100g3380원,2,대형마트,590000,동작구
301362,129,태평백화점,283,닭고기(육계),1마리(1kg),11000,May-12,체리부로토종생닭,2,대형마트,590000,동작구
301363,129,태평백화점,134,달걀(왕란),10개,2500,May-12,싱싱왕란15구3750원,2,대형마트,590000,동작구
301364,129,태평백화점,260,"조기(냉동,수입산)",1마리(30cm),6900,May-12,"국산백조기6900원,중국부세조기5900원)",2,대형마트,590000,동작구
301365,129,태평백화점,152,"명태(러시아,냉동)",1마리(50cm),4500,May-12,러시아동태,2,대형마트,590000,동작구
301366,129,태평백화점,254,"오징어(생물,국산)",1마리(30cm),2500,May-12,동해안2미4900원,2,대형마트,590000,동작구
301367,129,태평백화점,266,"고등어(생물,국산)",1마리(30cm),4500,May-12,국산생물,2,대형마트,590000,동작구
301368,212,노룬산골목시장,305,"사과(부사, 300g)",1개 ,1666,May-12,부사,1,전통시장,215000,광진구
301369,212,노룬산골목시장,306,"배(신고, 600g)",1개,3000,May-12,신고,1,전통시장,215000,광진구
301370,212,노룬산골목시장,307,배추(2.5~3kg),1포기,2000,May-12,,1,전통시장,215000,광진구
301371,212,노룬산골목시장,308,무(1kg),1개,1500,May-12,햇무,1,전통시장,215000,광진구
301372,212,노룬산골목시장,309,양파(1.5kg망),1망,2000,May-12,무안,1,전통시장,215000,광진구
301373,212,노룬산골목시장,310,상추(100g),1봉지(100g),500,May-12,국산,1,전통시장,215000,광진구
301374,212,노룬산골목시장,311,오이(다다기),1개,250,May-12,백오이,1,전통시장,215000,광진구
301375,212,노룬산골목시장,312,애호박,1개,500,May-12,빛그린,1,전통시장,215000,광진구
301376,212,노룬산골목시장,58,"쇠고기(한우,불고기)",600g(1등급),18504,May-12,민속 lpc,1,전통시장,215000,광진구
301377,212,노룬산골목시장,99,돼지고기(생삼겹살),600g,13440,May-12,하이포크 ,1,전통시장,215000,광진구
301378,212,노룬산골목시장,283,닭고기(육계),1마리(1.15kg),5000,May-12,하림(올품),1,전통시장,215000,광진구
301379,212,노룬산골목시장,181,달걀(왕란),10개,2500,May-12,하루에한알,1,전통시장,215000,광진구
301380,212,노룬산골목시장,258,"조기(생물,국산)",1마리,1250,May-12,,1,전통시장,215000,광진구
301381,212,노룬산골목시장,265,"명태(생물,수입산)",1마리(45cm),2000,May-12,,1,전통시장,215000,광진구
301382,212,노룬산골목시장,254,"오징어(생물,국산)",1마리(25cm),2500,May-12,,1,전통시장,215000,광진구
301383,212,노룬산골목시장,266,"고등어(생물,국산)",1마리(30cm)  ,5000,May-12,대,1,전통시장,215000,광진구
301384,154,홈플러스 강동점,305,"사과(부사, 300g)",1개,2160,May-12,4개10800(안동사과),2,대형마트,740000,강동구
301385,154,홈플러스 강동점,306,"배(신고, 600g)",1개,4430,May-12,3개13300,2,대형마트,740000,강동구
301386,154,홈플러스 강동점,307,배추(2.5~3kg),1포기,1980,May-12,,2,대형마트,740000,강동구
301387,154,홈플러스 강동점,308,무(1kg),1개,1200,May-12,,2,대형마트,740000,강동구
301388,154,홈플러스 강동점,24,양파,1망1.5kg),2190,May-12,국내산,2,대형마트,740000,강동구
301389,154,홈플러스 강동점,310,상추(100g),1봉지(150g),980,May-12,국내산,2,대형마트,740000,강동구
301390,154,홈플러스 강동점,311,오이(다다기),1개,450,May-12,,2,대형마트,740000,강동구
301391,154,홈플러스 강동점,312,애호박,1개,900,May-12,청원,2,대형마트,740000,강동구
301392,154,홈플러스 강동점,58,"쇠고기(한우,불고기)",600g 1등급,16680,May-12,100g2780(세일),2,대형마트,740000,강동구
301393,154,홈플러스 강동점,99,돼지고기(생삼겹살),600g,10500,May-12,100g1750부경축산,2,대형마트,740000,강동구
301394,154,홈플러스 강동점,283,닭고기(육계),1마리(850g),4980,May-12,기획상품(홈플러스),2,대형마트,740000,강동구
301395,154,홈플러스 강동점,181,달걀(왕란),10개,1500,May-12,신선란(세일),2,대형마트,740000,강동구
301396,154,홈플러스 강동점,144,"조기(국산,냉동)",1마리,2280,May-12,2마리4560,2,대형마트,740000,강동구
301397,154,홈플러스 강동점,152,"명태(러시아,냉동)",1마리,1780,May-12,동태,2,대형마트,740000,강동구
301398,154,홈플러스 강동점,256,"오징어(냉동,국산)",1마리,1240,May-12,2480(2마리한팩),2,대형마트,740000,강동구
301399,154,홈플러스 강동점,266,"고등어(생물,국산)",1마리,3980,May-12,중,2,대형마트,740000,강동구
301400,27,이마트 창동점,305,"사과(부사, 300g)",1개,1980,May-12,"경북,당찬사과,5개9,900원",2,대형마트,320000,도봉구
301401,27,이마트 창동점,306,"배(신고, 600g)",1개,3600,May-12,"성환,3개10,800원",2,대형마트,320000,도봉구
301402,27,이마트 창동점,26,배추,1포기(2.4kg),1980,May-12,"햇배주,전남",2,대형마트,320000,도봉구
301403,27,이마트 창동점,25,무,1개(2kg),1380,May-12,"제주도,햇무",2,대형마트,320000,도봉구
301404,27,이마트 창동점,24,양파,1망(1.5kg),2780,May-12,"무안,햇양파",2,대형마트,320000,도봉구
301405,27,이마트 창동점,310,상추(100g),1봉지(138g),930,May-12,경기도,2,대형마트,320000,도봉구
301406,27,이마트 창동점,311,오이(다다기),1개,460,May-12,"경기도,5개2,300원",2,대형마트,320000,도봉구
301407,27,이마트 창동점,312,애호박,1개,820,May-12,경기양주,2,대형마트,320000,도봉구
301408,27,이마트 창동점,58,"쇠고기(한우,불고기)",600g(1등급),20400,May-12,"전북장수,100g3,400원",2,대형마트,320000,도봉구
301409,27,이마트 창동점,52,돼지고기(삼겹살),600g,11100,May-12,"경상도,100g1,850원",2,대형마트,320000,도봉구
301410,27,이마트 창동점,283,닭고기(육계),1마리(1kg),5980,May-12,"전북익산,하림,절단",2,대형마트,320000,도봉구
301411,27,이마트 창동점,181,달걀(왕란),10개,2300,May-12,"난이생생, 15개 3,450원",2,대형마트,320000,도봉구
301412,27,이마트 창동점,259,"조기(냉동,국산)",1마리(20cm),1280,May-12,"제주,5마리6,400원",2,대형마트,320000,도봉구
301413,27,이마트 창동점,264,"명태(냉동,수입산)",1마리(45cm),2480,May-12,러시아산.절단손질,2,대형마트,320000,도봉구
301414,27,이마트 창동점,256,"오징어(냉동,국산)",1마리,1980,May-12,"동해,2마리3,960원",2,대형마트,320000,도봉구
301415,27,이마트 창동점,266,"고등어(생물,국산)","1마리(중,31cm)",3980,May-12,부산,2,대형마트,320000,도봉구
301416,45,롯데백화점 강남점,305,"사과(부사, 300g)",1개,6300,May-12,푸름(김제),2,대형마트,680000,강남구
301417,45,롯데백화점 강남점,276,배(신고),1개,8800,May-12,푸름(안성),2,대형마트,680000,강남구
301418,45,롯데백화점 강남점,26,배추,1포기,0,May-12,입고안됨,2,대형마트,680000,강남구
301419,45,롯데백화점 강남점,308,무(1kg),1개,1980,May-12,프레가,2,대형마트,680000,강남구
301420,45,롯데백화점 강남점,24,양파,1망(8入),5480,May-12,햇양파,2,대형마트,680000,강남구
301421,45,롯데백화점 강남점,23,상추,120g,2850,May-12,친환경청상추,2,대형마트,680000,강남구
301422,45,롯데백화점 강남점,22,오이,1개,200,May-12,"5개\1,000",2,대형마트,680000,강남구
301423,45,롯데백화점 강남점,312,애호박,1개,1090,May-12,"바이오2개\2,180",2,대형마트,680000,강남구
301424,45,롯데백화점 강남점,58,"쇠고기(한우,불고기)",600g,17880,May-12,삼도명가,2,대형마트,680000,강남구
301425,45,롯데백화점 강남점,99,돼지고기(생삼겹살),600g,21540,May-12,제주,2,대형마트,680000,강남구
301426,45,롯데백화점 강남점,283,닭고기(육계),1.1kg,13500,May-12,하림참진토종닭,2,대형마트,680000,강남구
301427,45,롯데백화점 강남점,181,달걀(왕란),10개,3000,May-12,오경슈퍼란,2,대형마트,680000,강남구
301428,45,롯데백화점 강남점,136,"조기(국산,생물)",1마리(30cm),0,May-12,입고안됨,2,대형마트,680000,강남구
301429,45,롯데백화점 강남점,288,동태,1마리,0,May-12,입고안됨,2,대형마트,680000,강남구
301430,45,롯데백화점 강남점,266,"고등어(생물,국산)",1마리,6800,May-12,국내산,2,대형마트,680000,강남구
301431,45,롯데백화점 강남점,256,"오징어(냉동,국산)",1마리,2267,May-12,"3미\6,800",2,대형마트,680000,강남구
301432,216,도곡시장,28,사과,1개,4480,May-12,,1,전통시장,680000,강남구
301433,216,도곡시장,276,배(신고),1개,4980,May-12,,1,전통시장,680000,강남구
301434,216,도곡시장,26,배추,1포기,2167,May-12,"1망(3포기)\6,500",1,전통시장,680000,강남구
301435,216,도곡시장,308,무(1kg),1개,1980,May-12,국내산,1,전통시장,680000,강남구
301436,216,도곡시장,272,양파(작은망),1망(1.5kg),333,May-12,"3개\1,000",1,전통시장,680000,강남구
301437,216,도곡시장,310,상추(100g),100g,980,May-12,국내산,1,전통시장,680000,강남구
301438,216,도곡시장,311,오이(다다기),1개,250,May-12,"4개\1,000",1,전통시장,680000,강남구
301439,216,도곡시장,312,애호박,1개,500,May-12,"진주2개\1,000",1,전통시장,680000,강남구
301440,216,도곡시장,58,"쇠고기(한우,불고기)",600g(1등급),19800,May-12,국내산,1,전통시장,680000,강남구
301441,216,도곡시장,99,돼지고기(생삼겹살),600g,11340,May-12,하이포크,1,전통시장,680000,강남구
301442,216,도곡시장,283,닭고기(육계),1050g,6900,May-12,하림자연실록,1,전통시장,680000,강남구
301443,216,도곡시장,134,달걀(왕란),15구,3680,May-12,CJ알짜란,1,전통시장,680000,강남구
301444,216,도곡시장,136,"조기(국산,생물)",15cm,990,May-12,"10미\9,900",1,전통시장,680000,강남구
301445,216,도곡시장,288,동태,1마리,6000,May-12,러시아산(생),1,전통시장,680000,강남구
301446,216,도곡시장,266,"고등어(생물,국산)",1마리,5000,May-12,국내산,1,전통시장,680000,강남구
301447,216,도곡시장,254,"오징어(생물,국산)",1마리,2400,May-12,"선동2미\4,800",1,전통시장,680000,강남구
301448,42,이마트 가양점,279,사과(중품),1개(250g),1700,May-12,의성(당찬),2,대형마트,500000,강서구
301449,42,이마트 가양점,284,배(중품),1개(600g),3600,May-12,의성(당찬),2,대형마트,500000,강서구
301450,42,이마트 가양점,307,배추(2.5~3kg),1포기,1980,May-12,전라도(햇배추),2,대형마트,500000,강서구
301451,42,이마트 가양점,25,무,1개,1580,May-12,제주,2,대형마트,500000,강서구
301452,42,이마트 가양점,272,양파(작은망),1망(8입),3380,May-12,무안(햇양파),2,대형마트,500000,강서구
301453,42,이마트 가양점,310,상추(100g),1봉지(158g),930,May-12,예냉적상추,2,대형마트,500000,강서구
301454,42,이마트 가양점,22,오이,1개,300,May-12,상주(행사),2,대형마트,500000,강서구
301455,42,이마트 가양점,119,호박(인큐베이터),1개(하우수),880,May-12,진주(행사),2,대형마트,500000,강서구
301456,42,이마트 가양점,58,"쇠고기(한우,불고기)",600g(설도),20400,May-12,충청도,2,대형마트,500000,강서구
301457,42,이마트 가양점,99,돼지고기(생삼겹살),600g,11100,May-12,영남,2,대형마트,500000,강서구
301458,42,이마트 가양점,283,닭고기(육계),1마리(800g),5980,May-12,마니커,2,대형마트,500000,강서구
301459,42,이마트 가양점,134,달걀(왕란),10개,2300,May-12,난이생생왕란,2,대형마트,500000,강서구
301460,42,이마트 가양점,259,"조기(냉동,국산)",1마리(20cm),1280,May-12,여수,2,대형마트,500000,강서구
301461,42,이마트 가양점,152,"명태(러시아,냉동)",1마리(45cm),0,May-12,,2,대형마트,500000,강서구
301462,42,이마트 가양점,256,"오징어(냉동,국산)",1마리(25cm),2250,May-12,속초,2,대형마트,500000,강서구
301463,42,이마트 가양점,266,"고등어(생물,국산)",1마리(30cm),3980,May-12,부산,2,대형마트,500000,강서구
301464,207,신사시장,305,"사과(부사, 300g)",1개,2000,May-12,부사사과5개1000원,1,전통시장,620000,관악구
301465,207,신사시장,306,"배(신고, 600g)",1개,3000,May-12,신고배,1,전통시장,620000,관악구
301466,207,신사시장,307,배추(2.5~3kg),1포기,3000,May-12,통배추1망3입8000원,1,전통시장,620000,관악구
301467,207,신사시장,25,무,1개(1.5kg),1500,May-12,국산무,1,전통시장,620000,관악구
301468,207,신사시장,24,양파,1망(1.2kg),1500,May-12,망양파6개입,1,전통시장,620000,관악구
301469,207,신사시장,310,상추(100g),1봉지,500,May-12,국산상추,1,전통시장,620000,관악구
301470,207,신사시장,311,오이(다다기),1개,400,May-12,국산오이,1,전통시장,620000,관악구
301471,207,신사시장,312,애호박,1개,600,May-12,바이오애호박낱개,1,전통시장,620000,관악구
301472,207,신사시장,58,"쇠고기(한우,불고기)",600g(1+등급),16800,May-12,한우100g2800원1+,1,전통시장,620000,관악구
301473,207,신사시장,99,돼지고기(생삼겹살),600g,12600,May-12,제주삼겹살100g2100원제주,1,전통시장,620000,관악구
301474,207,신사시장,283,닭고기(육계),1마리(1kg),6000,May-12,하림생닭,1,전통시장,620000,관악구
301475,207,신사시장,134,달걀(왕란),10개,2800,May-12,영양왕란15구4200원,1,전통시장,620000,관악구
301476,207,신사시장,303,조기,1마리(28cm),5000,May-12,중국부세조기,1,전통시장,620000,관악구
301477,207,신사시장,264,"명태(냉동,수입산)",1마리(45cm),3000,May-12,러시아동태,1,전통시장,620000,관악구
301478,207,신사시장,254,"오징어(생물,국산)",1마리(28cm),2500,May-12,동해안,1,전통시장,620000,관악구
301479,207,신사시장,266,"고등어(생물,국산)",1마리(33cm),3000,May-12,국산생물,1,전통시장,620000,관악구
301480,56,롯데백화점,305,"사과(부사, 300g)",1개,2500,May-12,프레가부사사과(문경세척사과),2,대형마트,140000,중구
301481,56,롯데백화점,306,"배(신고, 600g)",1개,6000,May-12,프레가국산배3입18000,2,대형마트,140000,중구
301482,56,롯데백화점,307,배추(2.5~3kg),1포기,4500,May-12,프레가국내산,2,대형마트,140000,중구
301483,56,롯데백화점,308,무(1kg),1포기,2000,May-12,프레가국내산,2,대형마트,140000,중구
301484,56,롯데백화점,309,양파(1.5kg망),1망,4800,May-12,국내산,2,대형마트,140000,중구
301485,56,롯데백화점,23,상추,1봉지(100g),1834,May-12,국산(친환경적상추푸룸),2,대형마트,140000,중구
301486,56,롯데백화점,311,오이(다다기),1개,500,May-12,프레가백오이5입2500,2,대형마트,140000,중구
301487,56,롯데백화점,312,애호박,1개,1500,May-12,프레가진주남강논개애호박,2,대형마트,140000,중구
301488,56,롯데백화점,58,"쇠고기(한우,불고기)",600g(1등급),36000,May-12,한우앞다리100g6000)1++급도드람Lpc국내산한우22일까지행사,2,대형마트,140000,중구
301489,56,롯데백화점,99,돼지고기(생삼겹살),600g,23040,May-12,청정(제주축협공판장)100g3390,2,대형마트,140000,중구
301490,56,롯데백화점,283,닭고기(육계),1마리(1120g),15000,May-12,(주)하림(친환경토종닭),2,대형마트,140000,중구
301491,56,롯데백화점,134,달걀(왕란),10개,4200,May-12,국내산씨제이 프레시안,2,대형마트,140000,중구
301492,56,롯데백화점,303,조기,1마리,9000,May-12,국내산백조기,2,대형마트,140000,중구
301493,56,롯데백화점,302,명태,1마리(45cm),0,May-12,러시아(입고안됨),2,대형마트,140000,중구
301494,56,롯데백화점,254,"오징어(생물,국산)",1마리,1875,May-12,국내산생물오징어4마리7500작은,2,대형마트,140000,중구
301495,56,롯데백화점,316,"고등어(30cm,국산)",1마리,5000,May-12,국내산제주)5월28일까지당일판매10D.C,2,대형마트,140000,중구
301512,73,뚝도시장,305,"사과(부사, 300g)",1개,2500,May-12,경북영천,1,전통시장,200000,성동구
301513,73,뚝도시장,306,"배(신고, 600g)",1개,3000,May-12,안성,1,전통시장,200000,성동구
301514,73,뚝도시장,175,배추(중간),1포기,1000,May-12,햇배추1망3개3000원,1,전통시장,200000,성동구
301515,73,뚝도시장,25,무,1포기,1500,May-12,2kg이상,1,전통시장,200000,성동구
301516,73,뚝도시장,24,양파,1망,2500,May-12,2kg정도,1,전통시장,200000,성동구
301517,73,뚝도시장,310,상추(100g),1봉지,750,May-12,1근3000원,1,전통시장,200000,성동구
301518,73,뚝도시장,22,오이,1개,250,May-12,4개1000원,1,전통시장,200000,성동구
301519,73,뚝도시장,277,호박,1개,500,May-12,2개1000원,1,전통시장,200000,성동구
301520,73,뚝도시장,58,"쇠고기(한우,불고기)",600g(1등급),18000,May-12,,1,전통시장,200000,성동구
301521,73,뚝도시장,52,돼지고기(삼겹살),600g,12000,May-12,,1,전통시장,200000,성동구
301522,73,뚝도시장,283,닭고기(육계),1마리(1kg),4500,May-12,마니커,1,전통시장,200000,성동구
301523,73,뚝도시장,181,달걀(왕란),10개,2500,May-12,영양란,1,전통시장,200000,성동구
301524,73,뚝도시장,144,"조기(국산,냉동)",1마리(15cm이상),714,May-12,7마리5000원,1,전통시장,200000,성동구
301525,73,뚝도시장,152,"명태(러시아,냉동)",1마리(30cm),2000,May-12,,1,전통시장,200000,성동구
301526,73,뚝도시장,256,"오징어(냉동,국산)",1마리,2000,May-12,,1,전통시장,200000,성동구
301527,73,뚝도시장,268,"고등어(냉동,국산)",1마리(30cm정도),2000,May-12,,1,전통시장,200000,성동구
301528,78,자양골목시장,305,"사과(부사, 300g)",1개,4000,May-12,부사,1,전통시장,215000,광진구
301529,78,자양골목시장,281,"배(중품),신고",1개,2000,May-12,신고,1,전통시장,215000,광진구
301530,78,자양골목시장,307,배추(2.5~3kg),1포기,2500,May-12,햇배추,1,전통시장,215000,광진구
301531,78,자양골목시장,133,무(세척무),1개,1500,May-12,햇무,1,전통시장,215000,광진구
301532,78,자양골목시장,309,양파(1.5kg망),1망,2200,May-12,무안,1,전통시장,215000,광진구
301533,78,자양골목시장,310,상추(100g),1봉지(100g),390,May-12,국산,1,전통시장,215000,광진구
301534,78,자양골목시장,311,오이(다다기),1개,400,May-12,백오이,1,전통시장,215000,광진구
301535,78,자양골목시장,119,호박(인큐베이터),1개,800,May-12,빛그린,1,전통시장,215000,광진구
301536,78,자양골목시장,58,"쇠고기(한우,불고기)",600g(1등급),16800,May-12,축협,1,전통시장,215000,광진구
301537,78,자양골목시장,99,돼지고기(생삼겹살),600g,11000,May-12,축협,1,전통시장,215000,광진구
301538,78,자양골목시장,283,닭고기(육계),1마리(1.2kg),5500,May-12,하림,1,전통시장,215000,광진구
301539,78,자양골목시장,181,달걀(왕란),10개,3500,May-12,목초,1,전통시장,215000,광진구
301540,78,자양골목시장,258,"조기(생물,국산)",1마리(20cm),833,May-12,제주,1,전통시장,215000,광진구
301541,78,자양골목시장,152,"명태(러시아,냉동)",1마리(45cm),3000,May-12,,1,전통시장,215000,광진구
301542,78,자양골목시장,256,"오징어(냉동,국산)",1마리(25cm),2500,May-12,,1,전통시장,215000,광진구
301543,78,자양골목시장,266,"고등어(생물,국산)",1마리(25cm),4000,May-12,국산(대),1,전통시장,215000,광진구
301544,80,이마트 자양점,305,"사과(부사, 300g)",1개,1980,May-12,당찬사과,2,대형마트,215000,광진구
301545,80,이마트 자양점,306,"배(신고, 600g)",1개,2700,May-12,당찬배,2,대형마트,215000,광진구
301546,80,이마트 자양점,307,배추(2.5~3kg),1포기,2380,May-12,햇배추,2,대형마트,215000,광진구
301547,80,이마트 자양점,308,무(1kg),1개,1780,May-12,제주,2,대형마트,215000,광진구
301548,80,이마트 자양점,24,양파,1망(2KG),2780,May-12,가계절약,2,대형마트,215000,광진구
301549,80,이마트 자양점,310,상추(100g),1봉지(),930,May-12,예냉,2,대형마트,215000,광진구
301550,80,이마트 자양점,311,오이(다다기),1개,420,May-12,백오이,2,대형마트,215000,광진구
301551,80,이마트 자양점,119,호박(인큐베이터),1개,1080,May-12,빛그린,2,대형마트,215000,광진구
301552,80,이마트 자양점,58,"쇠고기(한우,불고기)",600g(1등급),20400,May-12,부경축산,2,대형마트,215000,광진구
301553,80,이마트 자양점,99,돼지고기(생삼겹살),600g,11700,May-12,팜스토리,2,대형마트,215000,광진구
301554,80,이마트 자양점,283,닭고기(육계),1마리(1kg),5980,May-12,올품볶음탕세일,2,대형마트,215000,광진구
301555,80,이마트 자양점,134,달걀(왕란),10개,3300,May-12,신선계란,2,대형마트,215000,광진구
301556,80,이마트 자양점,314,"냉동참조기(20cm,국산)",1마리(20cm),1980,May-12,참조기(소),2,대형마트,215000,광진구
301557,80,이마트 자양점,265,"명태(생물,수입산)",1마리(45cm),2980,May-12,,2,대형마트,215000,광진구
301558,80,이마트 자양점,254,"오징어(생물,국산)",1마리(20cm),2280,May-12,선동,2,대형마트,215000,광진구
301559,80,이마트 자양점,266,"고등어(생물,국산)",1마리(30cm)  ,4980,May-12,대,2,대형마트,215000,광진구
301560,88,롯데백화점 청량리점,279,사과(중품),1개,3000,May-12,국산,2,대형마트,230000,동대문구
301561,88,롯데백화점 청량리점,306,"배(신고, 600g)",1개,3266,May-12,신고 3개 9800원,2,대형마트,230000,동대문구
301562,88,롯데백화점 청량리점,307,배추(2.5~3kg),1포기,3200,May-12,솎음배추,2,대형마트,230000,동대문구
301563,88,롯데백화점 청량리점,308,무(1kg),1포기,2200,May-12,제주,2,대형마트,230000,동대문구
301564,88,롯데백화점 청량리점,24,양파,1망(1.5kg),3280,May-12,무안,2,대형마트,230000,동대문구
301565,88,롯데백화점 청량리점,310,상추(100g),100g,750,May-12,국산,2,대형마트,230000,동대문구
301566,88,롯데백화점 청량리점,311,오이(다다기),1개,500,May-12,국산,2,대형마트,230000,동대문구
301567,88,롯데백화점 청량리점,312,애호박,1개,1200,May-12,논개애호박,2,대형마트,230000,동대문구
301568,88,롯데백화점 청량리점,58,"쇠고기(한우,불고기)",600g(1등급),32400,May-12,국내산 1++  ,2,대형마트,230000,동대문구
301569,88,롯데백화점 청량리점,202,돼지고기(생삼겹살),600g,17760,May-12,국내산 제주,2,대형마트,230000,동대문구
301570,88,롯데백화점 청량리점,283,닭고기(육계),"1마리(1,120g)",12000,May-12,하림,2,대형마트,230000,동대문구
301571,88,롯데백화점 청량리점,17,달걀,10개,4300,May-12,풀무원,2,대형마트,230000,동대문구
301572,88,롯데백화점 청량리점,144,"조기(국산,냉동)",1마리(20cm),0,May-12,재고없음,2,대형마트,230000,동대문구
301573,88,롯데백화점 청량리점,265,"명태(생물,수입산)",1마리(45cm),0,May-12,재고없음,2,대형마트,230000,동대문구
301574,88,롯데백화점 청량리점,256,"오징어(냉동,국산)",1마리(20cm),0,May-12,제고없음,2,대형마트,230000,동대문구
301575,88,롯데백화점 청량리점,266,"고등어(생물,국산)",1마리(30cm),6000,May-12,중  생물,2,대형마트,230000,동대문구
301576,110,이마트 신도림점,305,"사과(부사, 300g)",1개,4900,May-12,국내산,2,대형마트,530000,구로구
301577,110,이마트 신도림점,306,"배(신고, 600g)",1개,4900,May-12,국내산,2,대형마트,530000,구로구
301578,110,이마트 신도림점,307,배추(2.5~3kg),1포기,1980,May-12,국내산,2,대형마트,530000,구로구
301579,110,이마트 신도림점,308,무(1kg),1개,1380,May-12,제주,2,대형마트,530000,구로구
301580,110,이마트 신도림점,309,양파(1.5kg망),1망,3380,May-12,국내산,2,대형마트,530000,구로구
301581,110,이마트 신도림점,310,상추(100g),100g,930,May-12,국내산,2,대형마트,530000,구로구
301582,110,이마트 신도림점,311,오이(다다기),1개,400,May-12,국내산,2,대형마트,530000,구로구
301583,110,이마트 신도림점,312,애호박,1개,820,May-12,국내산,2,대형마트,530000,구로구
301584,110,이마트 신도림점,58,"쇠고기(한우,불고기)",600g,29700,May-12,제일산업,2,대형마트,530000,구로구
301585,110,이마트 신도림점,202,돼지고기(생삼겹살),600g,11700,May-12,제일산업,2,대형마트,530000,구로구
301586,110,이마트 신도림점,283,닭고기(육계),1마리,5980,May-12,하림새벽닭,2,대형마트,530000,구로구
301587,110,이마트 신도림점,181,달걀(왕란),10개,3300,May-12,풀무원,2,대형마트,530000,구로구
301588,110,이마트 신도림점,258,"조기(생물,국산)",1마리,1950,May-12,,2,대형마트,530000,구로구
301589,110,이마트 신도림점,152,"명태(러시아,냉동)",1마리,1500,May-12,,2,대형마트,530000,구로구
301590,110,이마트 신도림점,256,"오징어(냉동,국산)",1마리,1600,May-12,,2,대형마트,530000,구로구
301591,110,이마트 신도림점,266,"고등어(생물,국산)",1마리,2900,May-12,,2,대형마트,530000,구로구
301592,127,남성시장,305,"사과(부사, 300g)",1개,2000,May-12,부사사과5개10000원,1,전통시장,590000,동작구
301593,127,남성시장,306,"배(신고, 600g)",1개,3000,May-12,신고배,1,전통시장,590000,동작구
301594,127,남성시장,26,배추,1포기,3000,May-12,국산망배추1망3입8000원,1,전통시장,590000,동작구
301595,127,남성시장,25,무,1개(1.5kg),2000,May-12,국내산 무,1,전통시장,590000,동작구
301596,127,남성시장,272,양파(작은망),1망(2.6kg),4000,May-12,망양파11입,1,전통시장,590000,동작구
301597,127,남성시장,23,상추,100g,500,May-12,상추,1,전통시장,590000,동작구
301598,127,남성시장,311,오이(다다기),1개,400,May-12,국산백오이3입1000원,1,전통시장,590000,동작구
301599,127,남성시장,312,애호박,1개,700,May-12,대소농협애호박,1,전통시장,590000,동작구
301600,127,남성시장,58,"쇠고기(한우,불고기)",600g(1+등급),16800,May-12,한우불고기100g2800원1+,1,전통시장,590000,동작구
301601,127,남성시장,52,돼지고기(삼겹살),600g,13500,May-12,제주삼겹살100g2250원,1,전통시장,590000,동작구
301602,127,남성시장,283,닭고기(육계),1마리(1.1kg),6000,May-12,국산생닭,1,전통시장,590000,동작구
301603,127,남성시장,134,달걀(왕란),10개,2540,May-12,왕란15구3800원,1,전통시장,590000,동작구
301604,127,남성시장,260,"조기(냉동,수입산)",1마리(30cm),6000,May-12,중국산부세조기,1,전통시장,590000,동작구
301605,127,남성시장,152,"명태(러시아,냉동)",1마리(45cm),3000,May-12,"러시아동태2000원,일본산생태4000원",1,전통시장,590000,동작구
301606,127,남성시장,254,"오징어(생물,국산)",1마리(30cm),2000,May-12,속초2마리4000원,1,전통시장,590000,동작구
301607,127,남성시장,266,"고등어(생물,국산)",1마리(30cm),3000,May-12,국산생물2마리5000원,1,전통시장,590000,동작구
301608,134,신원시장,305,"사과(부사, 300g)",1개,2500,May-12,"경북부사(대)4개10,000원",1,전통시장,620000,관악구
301609,134,신원시장,306,"배(신고, 600g)",1개,3333,May-12,"천안신고배3개10,000원",1,전통시장,620000,관악구
301610,134,신원시장,307,배추(2.5~3kg),1포기,2333,May-12,"국산햇배추1망7,000원",1,전통시장,620000,관악구
301611,134,신원시장,308,무(1kg),1개,1500,May-12,제주무,1,전통시장,620000,관악구
301612,134,신원시장,272,양파(작은망),1망,2500,May-12,무안(중망),1,전통시장,620000,관악구
301613,134,신원시장,310,상추(100g),100g,500,May-12,"국산 400g2,000원",1,전통시장,620000,관악구
301614,134,신원시장,311,오이(다다기),1개,333,May-12,"국산3개1,000원",1,전통시장,620000,관악구
301615,134,신원시장,312,애호박,1개,666,May-12,"애호박3개2,000원",1,전통시장,620000,관악구
301616,134,신원시장,82,"쇠고기(육우,불고기)",600g(1+등급),20000,May-12,음성농협,1,전통시장,620000,관악구
301617,134,신원시장,52,돼지고기(삼겹살),600g,13000,May-12,음성농협,1,전통시장,620000,관악구
301618,134,신원시장,283,닭고기(육계),1마리(1kg),6500,May-12,하림,1,전통시장,620000,관악구
301619,134,신원시장,134,달걀(왕란),10개,2500,May-12,영양란,1,전통시장,620000,관악구
301620,134,신원시장,260,"조기(냉동,수입산)",1마리,666,May-12,참조기15마리1만원,1,전통시장,620000,관악구
301621,134,신원시장,152,"명태(러시아,냉동)",1마리,4000,May-12,러시아산,1,전통시장,620000,관악구
301622,134,신원시장,256,"오징어(냉동,국산)",1마리,2500,May-12,"국산2마리5,000원",1,전통시장,620000,관악구
