P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
316440,19,대림중앙시장,50,사과(부사),1개,1660,Jul-12,6/10000,1,전통시장,560000,영등포구
316441,19,대림중앙시장,276,배(신고),1개,2000,Jul-12,,1,전통시장,560000,영등포구
316442,19,대림중앙시장,271,배추(중간),1포기,1666,Jul-12,3포기 5000,1,전통시장,560000,영등포구
316443,19,대림중앙시장,282,무(세척무),1개,1000,Jul-12,,1,전통시장,560000,영등포구
316444,19,대림중앙시장,272,양파(작은망),1망,2500,Jul-12,햇양파,1,전통시장,560000,영등포구
316445,19,대림중앙시장,23,상추,100g,500,Jul-12, ,1,전통시장,560000,영등포구
316446,19,대림중앙시장,311,오이(다다기),1개,333,Jul-12,6개 2000원 ,1,전통시장,560000,영등포구
316447,19,대림중앙시장,312,애호박,1개,800,Jul-12,,1,전통시장,560000,영등포구
316448,19,대림중앙시장,58,"쇠고기(한우,불고기)",600g,16800,Jul-12,설도,1,전통시장,560000,영등포구
316449,19,대림중앙시장,202,돼지고기(생삼겹살),600g,9900,Jul-12,,1,전통시장,560000,영등포구
316450,19,대림중앙시장,18,닭고기,1마리,3780,Jul-12,국내산,1,전통시장,560000,영등포구
316451,19,대림중앙시장,134,달걀(왕란),10개,1500,Jul-12,특란,1,전통시장,560000,영등포구
316452,19,대림중앙시장,303,조기,1마리,1500,Jul-12,,1,전통시장,560000,영등포구
316453,19,대림중앙시장,152,"명태(러시아,냉동)",1마리(30cm),1500,Jul-12,동태,1,전통시장,560000,영등포구
316454,19,대림중앙시장,256,"오징어(냉동,국산)",1마리(30cm),2500,Jul-12,,1,전통시장,560000,영등포구
316455,19,대림중앙시장,266,"고등어(생물,국산)",1마리(20cm),2000,Jul-12,,1,전통시장,560000,영등포구
316616,20,영등포 재래시장,305,"사과(부사, 300g)",1개,2500,Jul-12,,1,전통시장,560000,영등포구
316617,20,영등포 재래시장,306,"배(신고, 600g)",1개,3000,Jul-12,신고,1,전통시장,560000,영등포구
316618,20,영등포 재래시장,26,배추,1포기,3000,Jul-12,,1,전통시장,560000,영등포구
316619,20,영등포 재래시장,308,무(1kg),1개,1000,Jul-12,,1,전통시장,560000,영등포구
316620,20,영등포 재래시장,24,양파,2Kg,3500,Jul-12,햇양파,1,전통시장,560000,영등포구
316621,20,영등포 재래시장,310,상추(100g),100g,800,Jul-12,,1,전통시장,560000,영등포구
316622,20,영등포 재래시장,311,오이(다다기),1개,333,Jul-12,6개/2000원,1,전통시장,560000,영등포구
316623,20,영등포 재래시장,312,애호박,1개,1000,Jul-12,,1,전통시장,560000,영등포구
316624,20,영등포 재래시장,58,"쇠고기(한우,불고기)",600g(1등급),18000,Jul-12,,1,전통시장,560000,영등포구
316625,20,영등포 재래시장,52,돼지고기(삼겹살),600g,12000,Jul-12,생삼겹,1,전통시장,560000,영등포구
316626,20,영등포 재래시장,283,닭고기(육계),1마리,5000,Jul-12,국내산,1,전통시장,560000,영등포구
316627,20,영등포 재래시장,134,달걀(왕란),10개,1830,Jul-12,30개/5500,1,전통시장,560000,영등포구
316628,20,영등포 재래시장,144,"조기(국산,냉동)",1마리 ,2000,Jul-12,,1,전통시장,560000,영등포구
316629,20,영등포 재래시장,152,"명태(러시아,냉동)",1마리 (30cm),1500,Jul-12,동태,1,전통시장,560000,영등포구
316630,20,영등포 재래시장,254,"오징어(생물,국산)",1마리 (25cm),2500,Jul-12,,1,전통시장,560000,영등포구
316631,20,영등포 재래시장,269,"고등어(냉동,수입산)",1마리 (20cm),1500,Jul-12,노르웨이 ,1,전통시장,560000,영등포구
316632,21,홈플러스 영등포점,28,사과,1개,1960,Jul-12,홈플러스  45개9800원,2,대형마트,560000,영등포구
316633,21,홈플러스 영등포점,306,"배(신고, 600g)",1개,4000,Jul-12,,2,대형마트,560000,영등포구
316634,21,홈플러스 영등포점,307,배추(2.5~3kg),1포기,3280,Jul-12,,2,대형마트,560000,영등포구
316635,21,홈플러스 영등포점,308,무(1kg),1개,2000,Jul-12,,2,대형마트,560000,영등포구
316636,21,홈플러스 영등포점,24,양파,1망(1.0kg),2280,Jul-12,햇양파,2,대형마트,560000,영등포구
316637,21,홈플러스 영등포점,23,상추,100g,990,Jul-12, 봉지상추,2,대형마트,560000,영등포구
316638,21,홈플러스 영등포점,311,오이(다다기),1개,360,Jul-12,,2,대형마트,560000,영등포구
316639,21,홈플러스 영등포점,312,애호박,1개,610,Jul-12,홈플러스좋은상품,2,대형마트,560000,영등포구
316640,21,홈플러스 영등포점,58,"쇠고기(한우,불고기)",600g(1등급),17400,Jul-12,2900원/100g안심,2,대형마트,560000,영등포구
316641,21,홈플러스 영등포점,52,돼지고기(삼겹살),600g,11700,Jul-12,100g/1950축림,2,대형마트,560000,영등포구
316642,21,홈플러스 영등포점,275,닭고기(중간),1마리,3480,Jul-12,700g,2,대형마트,560000,영등포구
316643,21,홈플러스 영등포점,17,달걀,10개,1980,Jul-12,신선란,2,대형마트,560000,영등포구
316644,21,홈플러스 영등포점,136,"조기(국산,생물)",1마리(30cm),1500,Jul-12,해동,2,대형마트,560000,영등포구
316645,21,홈플러스 영등포점,152,"명태(러시아,냉동)",1마리(30cm),1980,Jul-12, 러시아동태(중),2,대형마트,560000,영등포구
316646,21,홈플러스 영등포점,253,오징어,1마리(25cm),1300,Jul-12,해동,2,대형마트,560000,영등포구
316647,21,홈플러스 영등포점,266,"고등어(생물,국산)",1마리(30cm),3980,Jul-12,,2,대형마트,560000,영등포구
316648,22,이마트 여의도점,28,사과,1개,2475,Jul-12, 사과 4개 9900원 ,2,대형마트,560000,영등포구
316649,22,이마트 여의도점,27,배,1개,2890,Jul-12,당찬,2,대형마트,560000,영등포구
316650,22,이마트 여의도점,26,배추,1포기,2980,Jul-12,이마트후레쉬,2,대형마트,560000,영등포구
316651,22,이마트 여의도점,274,"무(세척무, 중)",1개,900,Jul-12,제주무,2,대형마트,560000,영등포구
316652,22,이마트 여의도점,272,양파(작은망),1망(1.5kg),2980,Jul-12,망양파,2,대형마트,560000,영등포구
316653,22,이마트 여의도점,23,상추,1봉지,990,Jul-12,적상추,2,대형마트,560000,영등포구
316654,22,이마트 여의도점,311,오이(다다기),1개,330,Jul-12,,2,대형마트,560000,영등포구
316655,22,이마트 여의도점,312,애호박,1개,650,Jul-12,이마트후레쉬,2,대형마트,560000,영등포구
316656,22,이마트 여의도점,131,쇠고기(한우1등급),600g,15000,Jul-12,불고기100g2500원,2,대형마트,560000,영등포구
316657,22,이마트 여의도점,202,돼지고기(생삼겹살),600g,11700,Jul-12,생삼겹살100g1950원,2,대형마트,560000,영등포구
316658,22,이마트 여의도점,283,닭고기(육계),1마리,6480,Jul-12,올품11호 ,2,대형마트,560000,영등포구
316659,22,이마트 여의도점,17,달걀,10개,1766,Jul-12,30/5300,2,대형마트,560000,영등포구
316660,22,이마트 여의도점,136,"조기(국산,생물)",1마리(25cm),990,Jul-12,참조기,2,대형마트,560000,영등포구
316661,22,이마트 여의도점,152,"명태(러시아,냉동)",1마리,4980,Jul-12,러시아 생태,2,대형마트,560000,영등포구
316662,22,이마트 여의도점,254,"오징어(생물,국산)",1마리(25cm),1980,Jul-12,국산생물,2,대형마트,560000,영등포구
316663,22,이마트 여의도점,266,"고등어(생물,국산)",1마리(30cm),3980,Jul-12,,2,대형마트,560000,영등포구
316711,205,둔촌역 재래시장,279,사과(중품),1개,3000,Jul-12,,1,전통시장,740000,강동구
316712,205,둔촌역 재래시장,284,배(중품),1개,4000,Jul-12,,1,전통시장,740000,강동구
316713,205,둔촌역 재래시장,26,배추,1포기(1.3kg),3333,Jul-12,10000한망(3개),1,전통시장,740000,강동구
316714,205,둔촌역 재래시장,25,무,1개(1.0kg),1500,Jul-12,제주,1,전통시장,740000,강동구
316715,205,둔촌역 재래시장,272,양파(작은망),1망(1.5kg),2500,Jul-12,무안,1,전통시장,740000,강동구
316716,205,둔촌역 재래시장,23,상추,1봉지(150g),1000,Jul-12,,1,전통시장,740000,강동구
316717,205,둔촌역 재래시장,22,오이,1개,400,Jul-12,백오이5개2000,1,전통시장,740000,강동구
316718,205,둔촌역 재래시장,119,호박(인큐베이터),1개,500,Jul-12,바이오,1,전통시장,740000,강동구
316719,205,둔촌역 재래시장,82,"쇠고기(육우,불고기)",600g,15000,Jul-12,,1,전통시장,740000,강동구
316720,205,둔촌역 재래시장,52,돼지고기(삼겹살),600g,11000,Jul-12,,1,전통시장,740000,강동구
316721,205,둔촌역 재래시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,하림,1,전통시장,740000,강동구
316722,205,둔촌역 재래시장,134,달걀(왕란),10개,1800,Jul-12,홍화씨란,1,전통시장,740000,강동구
316723,205,둔촌역 재래시장,144,"조기(국산,냉동)",1마리(16cm),1000,Jul-12,10마리10000,1,전통시장,740000,강동구
316724,205,둔촌역 재래시장,265,"명태(생물,수입산)",1마리(40cm),5000,Jul-12,일본산,1,전통시장,740000,강동구
316725,205,둔촌역 재래시장,254,"오징어(생물,국산)",1마리,2000,Jul-12,,1,전통시장,740000,강동구
316726,205,둔촌역 재래시장,266,"고등어(생물,국산)",1마리(30cm),3000,Jul-12,중,1,전통시장,740000,강동구
316743,14,장위골목시장,305,"사과(부사, 300g)",1개,3000,Jul-12,,1,전통시장,290000,성북구
316744,14,장위골목시장,306,"배(신고, 600g)",1개,4000,Jul-12,,1,전통시장,290000,성북구
316745,14,장위골목시장,307,배추(2.5~3kg),1포기,3667,Jul-12,3입 1망 11000원,1,전통시장,290000,성북구
316746,14,장위골목시장,308,무(1kg),1kg파,1500,Jul-12,,1,전통시장,290000,성북구
316747,14,장위골목시장,272,양파(작은망),1.5kg,2000,Jul-12,,1,전통시장,290000,성북구
316748,14,장위골목시장,23,상추,100g,500,Jul-12,,1,전통시장,290000,성북구
316749,14,장위골목시장,311,오이(다다기),1개,200,Jul-12,5개 1000원,1,전통시장,290000,성북구
316750,14,장위골목시장,312,애호박,1개,200,Jul-12,5개 1000원,1,전통시장,290000,성북구
316751,14,장위골목시장,58,"쇠고기(한우,불고기)",1등급 (600g),16000,Jul-12,,1,전통시장,290000,성북구
316752,14,장위골목시장,202,돼지고기(생삼겹살),600g,12000,Jul-12,,1,전통시장,290000,성북구
316753,14,장위골목시장,283,닭고기(육계),1마리 (1kg),5000,Jul-12,,1,전통시장,290000,성북구
316754,14,장위골목시장,134,달걀(왕란),10개,1667,Jul-12,30개5000원,1,전통시장,290000,성북구
316755,14,장위골목시장,260,"조기(냉동,수입산)",1마리 (20cm),1112,Jul-12,9마리10000원,1,전통시장,290000,성북구
316756,14,장위골목시장,315,"명태(45cm,수입산)",1마리(45cm),2500,Jul-12,,1,전통시장,290000,성북구
316757,14,장위골목시장,254,"오징어(생물,국산)",1마리 (25cm),2500,Jul-12,,1,전통시장,290000,성북구
316758,14,장위골목시장,316,"고등어(30cm,국산)",1마리 (30cm),2500,Jul-12,,1,전통시장,290000,성북구
316935,146,방이시장,305,"사과(부사, 300g)",1개,2850,Jul-12,,1,전통시장,710000,송파구
316936,146,방이시장,306,"배(신고, 600g)",1개,3000,Jul-12,,1,전통시장,710000,송파구
316937,146,방이시장,307,배추(2.5~3kg),1포기,2500,Jul-12,,1,전통시장,710000,송파구
316938,146,방이시장,25,무,1개(1kg),1000,Jul-12, ,1,전통시장,710000,송파구
316939,146,방이시장,309,양파(1.5kg망),1망(1.5kg),3360,Jul-12,햇양파 ,1,전통시장,710000,송파구
316940,146,방이시장,310,상추(100g),1봉,1000,Jul-12,150g,1,전통시장,710000,송파구
316941,146,방이시장,311,오이(다다기),1개,350,Jul-12,,1,전통시장,710000,송파구
316942,146,방이시장,119,호박(인큐베이터),1개,1000,Jul-12,논개 ,1,전통시장,710000,송파구
316943,146,방이시장,58,"쇠고기(한우,불고기)",600g(1+등급),16680,Jul-12,앞다리 ,1,전통시장,710000,송파구
316944,146,방이시장,283,닭고기(육계),1마리(1000g),8000,Jul-12,황금닭,1,전통시장,710000,송파구
316945,146,방이시장,171,달걀(특란),10개,2150,Jul-12,신선특란,1,전통시장,710000,송파구
316946,146,방이시장,259,"조기(냉동,국산)",1마리(20cm),1780,Jul-12,2마리 3560원,1,전통시장,710000,송파구
316947,146,방이시장,152,"명태(러시아,냉동)",1마리(45cm),800,Jul-12,행사,1,전통시장,710000,송파구
316948,146,방이시장,254,"오징어(생물,국산)",1마리(25cm),1200,Jul-12,해동,1,전통시장,710000,송파구
316949,146,방이시장,266,"고등어(생물,국산)",1마리(30cm),6980,Jul-12,대,1,전통시장,710000,송파구
317382,145,마천중앙시장,305,"사과(부사, 300g)",1개,1995,Jul-12,4개 7980원,1,전통시장,710000,송파구
317383,145,마천중앙시장,306,"배(신고, 600g)",1개,3266,Jul-12,3개 9800원,1,전통시장,710000,송파구
317384,145,마천중앙시장,307,배추(2.5~3kg),1포기,2650,Jul-12,,1,전통시장,710000,송파구
317385,145,마천중앙시장,25,무,1개(1kg),1000,Jul-12, ,1,전통시장,710000,송파구
317386,145,마천중앙시장,309,양파(1.5kg망),1망(1.5kg),2380,Jul-12,햇양파 ,1,전통시장,710000,송파구
317387,145,마천중앙시장,310,상추(100g),1봉,980,Jul-12,150g,1,전통시장,710000,송파구
317388,145,마천중앙시장,311,오이(다다기),1개,300,Jul-12,,1,전통시장,710000,송파구
317389,145,마천중앙시장,119,호박(인큐베이터),1개,1000,Jul-12,논개 ,1,전통시장,710000,송파구
317390,145,마천중앙시장,58,"쇠고기(한우,불고기)",600g(1등급),19680,Jul-12,앞다리 ,1,전통시장,710000,송파구
317391,145,마천중앙시장,283,닭고기(육계),1마리(1000g),8150,Jul-12,황금닭,1,전통시장,710000,송파구
317392,145,마천중앙시장,171,달걀(특란),10개,2300,Jul-12,신선특란,1,전통시장,710000,송파구
317393,145,마천중앙시장,259,"조기(냉동,국산)",1마리(20cm),1280,Jul-12,5마리 6400원,1,전통시장,710000,송파구
317394,145,마천중앙시장,152,"명태(러시아,냉동)",1마리(45cm),1500,Jul-12,,1,전통시장,710000,송파구
317395,145,마천중앙시장,254,"오징어(생물,국산)",1마리(25cm),1980,Jul-12,해동,1,전통시장,710000,송파구
317396,145,마천중앙시장,266,"고등어(생물,국산)",1마리(30cm),4280,Jul-12,,1,전통시장,710000,송파구
317397,63,농협 하나로마트 용산점,305,"사과(부사, 300g)",1개,4323,Jul-12,3개 12980,2,대형마트,170000,용산구
317398,63,농협 하나로마트 용산점,306,"배(신고, 600g)",1개,4323,Jul-12,3개 12980,2,대형마트,170000,용산구
317399,63,농협 하나로마트 용산점,307,배추(2.5~3kg),1포기,2700,Jul-12,,2,대형마트,170000,용산구
317400,63,농협 하나로마트 용산점,308,무(1kg),1개,2580,Jul-12, 햇무,2,대형마트,170000,용산구
317401,63,농협 하나로마트 용산점,309,양파(1.5kg망),1망,2490,Jul-12,3k 4980,2,대형마트,170000,용산구
317402,63,농협 하나로마트 용산점,23,상추,100g),980,Jul-12,친환경 아침마루100g,2,대형마트,170000,용산구
317403,63,농협 하나로마트 용산점,311,오이(다다기),1개,356,Jul-12,5개1780,2,대형마트,170000,용산구
317404,63,농협 하나로마트 용산점,277,호박,애호박,700,Jul-12,,2,대형마트,170000,용산구
317405,63,농협 하나로마트 용산점,58,"쇠고기(한우,불고기)",600g(1+1등급),20400,Jul-12,100g 3400,2,대형마트,170000,용산구
317406,63,농협 하나로마트 용산점,52,돼지고기(삼겹살),600g,15900,Jul-12,100g2650 목우촌,2,대형마트,170000,용산구
317407,63,농협 하나로마트 용산점,283,닭고기(육계),951g,7700,Jul-12,순진무기10호,2,대형마트,170000,용산구
317408,63,농협 하나로마트 용산점,134,달걀(왕란),10개,2400,Jul-12,농협안심란 ,2,대형마트,170000,용산구
317409,63,농협 하나로마트 용산점,259,"조기(냉동,국산)",1마리(35cm),1580,Jul-12,5마리1팩7900,2,대형마트,170000,용산구
317410,63,농협 하나로마트 용산점,152,"명태(러시아,냉동)",1마리(45cm),1450,Jul-12,2마리 2900 ,2,대형마트,170000,용산구
317411,63,농협 하나로마트 용산점,254,"오징어(생물,국산)",1마리(15m),1834,Jul-12,3마리 5500,2,대형마트,170000,용산구
317412,63,농협 하나로마트 용산점,266,"고등어(생물,국산)",1마리(25cm),2500,Jul-12,국산,2,대형마트,170000,용산구
317413,200,뉴코아아울렛 강남점,305,"사과(부사, 300g)",1개  ,2780,Jul-12,5입 13900,2,대형마트,650000,서초구
317414,200,뉴코아아울렛 강남점,306,"배(신고, 600g)",1개 ,3995,Jul-12,2입7990,2,대형마트,650000,서초구
317415,200,뉴코아아울렛 강남점,307,배추(2.5~3kg),1포기 ,2790,Jul-12,,2,대형마트,650000,서초구
317416,200,뉴코아아울렛 강남점,133,무(세척무),1개 ,1990,Jul-12,,2,대형마트,650000,서초구
317417,200,뉴코아아울렛 강남점,309,양파(1.5kg망),1망 ,2590,Jul-12,풀빛양파 (중 ),2,대형마트,650000,서초구
317418,200,뉴코아아울렛 강남점,23,상추,1 봉지( 100g),990,Jul-12,친환경 적상추,2,대형마트,650000,서초구
317419,200,뉴코아아울렛 강남점,311,오이(다다기),1개 ,430,Jul-12,3입 1290 다다기오이,2,대형마트,650000,서초구
317420,200,뉴코아아울렛 강남점,277,호박,1개 ,990,Jul-12,친환경애호박 ,2,대형마트,650000,서초구
317421,200,뉴코아아울렛 강남점,58,"쇠고기(한우,불고기)",600g (2등급),20940,Jul-12,100g 3490 초원의 전설,2,대형마트,650000,서초구
317422,200,뉴코아아울렛 강남점,202,돼지고기(생삼겹살),600g,9540,Jul-12,100g 1590 초원의 전설,2,대형마트,650000,서초구
317423,200,뉴코아아울렛 강남점,283,닭고기(육계),1마리 (1000g),5990,Jul-12,초원의전설,2,대형마트,650000,서초구
317424,200,뉴코아아울렛 강남점,17,달걀,10개 ,2390,Jul-12,신선특란,2,대형마트,650000,서초구
317425,200,뉴코아아울렛 강남점,144,"조기(국산,냉동)",1마리 (25cm),7500,Jul-12,참조기 ,2,대형마트,650000,서초구
317426,200,뉴코아아울렛 강남점,152,"명태(러시아,냉동)",1마리(40cm),3250,Jul-12,2미 6500,2,대형마트,650000,서초구
317427,200,뉴코아아울렛 강남점,254,"오징어(생물,국산)",1마리 (25cm),1995,Jul-12,2미  3990,2,대형마트,650000,서초구
317428,200,뉴코아아울렛 강남점,266,"고등어(생물,국산)",1마리 (30cm),3990,Jul-12,,2,대형마트,650000,서초구
317429,51,2001아울렛 불광점,28,사과,1개,2780,Jul-12,알뜰산사과,2,대형마트,380000,은평구
317430,51,2001아울렛 불광점,276,배(신고),1개(600g),3995,Jul-12,신고배,2,대형마트,380000,은평구
317431,51,2001아울렛 불광점,271,배추(중간),1포기,2790,Jul-12,햇배추,2,대형마트,380000,은평구
317432,51,2001아울렛 불광점,25,무,1개,1990,Jul-12,제주세척무,2,대형마트,380000,은평구
317433,51,2001아울렛 불광점,309,양파(1.5kg망),1망,2990,Jul-12,,2,대형마트,380000,은평구
317434,51,2001아울렛 불광점,23,상추,150g,990,Jul-12,이천,2,대형마트,380000,은평구
317435,51,2001아울렛 불광점,311,오이(다다기),1개,430,Jul-12,국산,2,대형마트,380000,은평구
317436,51,2001아울렛 불광점,312,애호박,1개,790,Jul-12,백석,2,대형마트,380000,은평구
317437,51,2001아울렛 불광점,131,쇠고기(한우1등급),600g,17400,Jul-12,한농맥우100g=2900원,2,대형마트,380000,은평구
317438,51,2001아울렛 불광점,99,돼지고기(생삼겹살),600g,11940,Jul-12,민속100g=1990원,2,대형마트,380000,은평구
317439,51,2001아울렛 불광점,18,닭고기,1마리(1kg),5990,Jul-12,초원의전설,2,대형마트,380000,은평구
317440,51,2001아울렛 불광점,134,달걀(왕란),10개,2126,Jul-12,신선왕란,2,대형마트,380000,은평구
317441,51,2001아울렛 불광점,260,"조기(냉동,수입산)",1마리(22cm),4990,Jul-12,부세,2,대형마트,380000,은평구
317442,51,2001아울렛 불광점,152,"명태(러시아,냉동)",1마리(30cm),2590,Jul-12,동태,2,대형마트,380000,은평구
317443,51,2001아울렛 불광점,254,"오징어(생물,국산)",1마리(28cm),2495,Jul-12,동해,2,대형마트,380000,은평구
317444,51,2001아울렛 불광점,268,"고등어(냉동,국산)",1마리 (26cm),3490,Jul-12,대,2,대형마트,380000,은평구
317445,153,이마트 명일점,279,사과(중품),1개,3300,Jul-12,9900(3개),2,대형마트,740000,강동구
317446,153,이마트 명일점,284,배(중품),1개,4266,Jul-12,12800(3개),2,대형마트,740000,강동구
317447,153,이마트 명일점,26,배추,1포기(800g),1990,Jul-12,작은것,2,대형마트,740000,강동구
317448,153,이마트 명일점,25,무,1개(1.0kg),2560,Jul-12,제주,2,대형마트,740000,강동구
317449,153,이마트 명일점,272,양파(작은망),1망(1.5kg),3480,Jul-12,,2,대형마트,740000,강동구
317450,153,이마트 명일점,23,상추,1봉지(100g),1380,Jul-12,,2,대형마트,740000,강동구
317451,153,이마트 명일점,22,오이,1개,336,Jul-12,1680(5개),2,대형마트,740000,강동구
317452,153,이마트 명일점,119,호박(인큐베이터),1개,880,Jul-12,해솔,2,대형마트,740000,강동구
317453,153,이마트 명일점,82,"쇠고기(육우,불고기)",600g,15000,Jul-12,100g2500(세일),2,대형마트,740000,강동구
317454,153,이마트 명일점,52,돼지고기(삼겹살),600g,11880,Jul-12,100g1980(김해축산,2,대형마트,740000,강동구
317455,153,이마트 명일점,283,닭고기(육계),1마리(830g),8200,Jul-12,하림백숙용,2,대형마트,740000,강동구
317456,153,이마트 명일점,134,달걀(왕란),10개,2000,Jul-12,난이생생,2,대형마트,740000,강동구
317457,153,이마트 명일점,259,"조기(냉동,국산)",1마리(16cm),1980,Jul-12,3마리 1팩 5940,2,대형마트,740000,강동구
317458,153,이마트 명일점,264,"명태(냉동,수입산)",1마리(40cm),1980,Jul-12,러시아2마리3960,2,대형마트,740000,강동구
317459,153,이마트 명일점,254,"오징어(생물,국산)",1마리,1980,Jul-12,2마리3960,2,대형마트,740000,강동구
317460,153,이마트 명일점,266,"고등어(생물,국산)",1마리(30cm),2980,Jul-12,중,2,대형마트,740000,강동구
317461,154,홈플러스 강동점,305,"사과(부사, 300g)",1개,3200,Jul-12,4개12800,2,대형마트,740000,강동구
317462,154,홈플러스 강동점,306,"배(신고, 600g)",1개,4267,Jul-12,3개12800,2,대형마트,740000,강동구
317463,154,홈플러스 강동점,307,배추(2.5~3kg),1포기,3280,Jul-12,,2,대형마트,740000,강동구
317464,154,홈플러스 강동점,308,무(1kg),1개,2000,Jul-12,제주,2,대형마트,740000,강동구
317465,154,홈플러스 강동점,24,양파,1망1kg),2280,Jul-12,국내산(무안),2,대형마트,740000,강동구
317466,154,홈플러스 강동점,310,상추(100g),1봉지(150g),1390,Jul-12,국내산,2,대형마트,740000,강동구
317467,154,홈플러스 강동점,311,오이(다다기),1개,360,Jul-12,,2,대형마트,740000,강동구
317468,154,홈플러스 강동점,312,애호박,1개,610,Jul-12,중심,2,대형마트,740000,강동구
317469,154,홈플러스 강동점,58,"쇠고기(한우,불고기)",600g 1등급,17400,Jul-12,100g2900(세일),2,대형마트,740000,강동구
317470,154,홈플러스 강동점,99,돼지고기(생삼겹살),600g,8400,Jul-12,100g1400부경축산,2,대형마트,740000,강동구
317471,154,홈플러스 강동점,283,닭고기(육계),1마리1000g),8980,Jul-12,11호,2,대형마트,740000,강동구
317472,154,홈플러스 강동점,181,달걀(왕란),10개,1500,Jul-12,신선란(세일),2,대형마트,740000,강동구
317473,154,홈플러스 강동점,144,"조기(국산,냉동)",1마리,1980,Jul-12,,2,대형마트,740000,강동구
317474,154,홈플러스 강동점,152,"명태(러시아,냉동)",1마리,1780,Jul-12,동태,2,대형마트,740000,강동구
317475,154,홈플러스 강동점,256,"오징어(냉동,국산)",1마리,1740,Jul-12,2마리3480,2,대형마트,740000,강동구
317476,154,홈플러스 강동점,266,"고등어(생물,국산)",1마리,3980,Jul-12,대,2,대형마트,740000,강동구
317477,62,후암시장,305,"사과(부사, 300g)",1개,2500,Jul-12,,1,전통시장,170000,용산구
317478,62,후암시장,306,"배(신고, 600g)",1개,4000,Jul-12,,1,전통시장,170000,용산구
317479,62,후암시장,307,배추(2.5~3kg),1포기,5000,Jul-12,햇배추,1,전통시장,170000,용산구
317480,62,후암시장,308,무(1kg),1개,2000,Jul-12,,1,전통시장,170000,용산구
317481,62,후암시장,309,양파(1.5kg망),1망,2500,Jul-12,햇양파,1,전통시장,170000,용산구
317482,62,후암시장,23,상추,1봉지(100g),1300,Jul-12,,1,전통시장,170000,용산구
317483,62,후암시장,311,오이(다다기),1개,400,Jul-12,,1,전통시장,170000,용산구
317484,62,후암시장,312,애호박,1개,1000,Jul-12,,1,전통시장,170000,용산구
317485,62,후암시장,58,"쇠고기(한우,불고기)",600g(1++등급),22200,Jul-12,100g3700,1,전통시장,170000,용산구
317486,62,후암시장,99,돼지고기(생삼겹살),600g1등급,13020,Jul-12,100g 2170,1,전통시장,170000,용산구
317487,62,후암시장,283,닭고기(육계),"1마리(1,1kg)",4500,Jul-12,참프렛,1,전통시장,170000,용산구
317488,62,후암시장,134,달걀(왕란),10개,2500,Jul-12,,1,전통시장,170000,용산구
317489,62,후암시장,260,"조기(냉동,수입산)",1마리(35cm),1000,Jul-12,10마리 10000,1,전통시장,170000,용산구
317490,62,후암시장,315,"명태(45cm,수입산)",1마리(45cm),4000,Jul-12,러시아,1,전통시장,170000,용산구
317491,62,후암시장,254,"오징어(생물,국산)",1마리(15m),3000,Jul-12,,1,전통시장,170000,용산구
317492,62,후암시장,266,"고등어(생물,국산)",1마리(15cm),4000,Jul-12,국산,1,전통시장,170000,용산구
317509,217,방림시장,50,사과(부사),1개,3333,Jul-12,3입 10000,1,전통시장,650000,서초구
317510,217,방림시장,281,"배(중품),신고",1개 ,2500,Jul-12,2입 5000 ,1,전통시장,650000,서초구
317511,217,방림시장,307,배추(2.5~3kg),1포기,4000,Jul-12,3입 12000 햇배추,1,전통시장,650000,서초구
317512,217,방림시장,282,무(세척무),1개 ,2000,Jul-12,햇무,1,전통시장,650000,서초구
317513,217,방림시장,309,양파(1.5kg망),1망,2000,Jul-12,중망(무안),1,전통시장,650000,서초구
317514,217,방림시장,23,상추,150g,1000,Jul-12,국산,1,전통시장,650000,서초구
317515,217,방림시장,311,오이(다다기),1개,250,Jul-12,4입 1000백오이,1,전통시장,650000,서초구
317516,217,방림시장,312,애호박,1개 ,500,Jul-12, 애호박,1,전통시장,650000,서초구
317517,217,방림시장,131,쇠고기(한우1등급),600g,17800,Jul-12, 100g 2967 토종한우,1,전통시장,650000,서초구
317518,217,방림시장,202,돼지고기(생삼겹살),600g,10800,Jul-12,100g 1800,1,전통시장,650000,서초구
317519,217,방림시장,283,닭고기(육계),1마리( 1200g),5500,Jul-12,마니커,1,전통시장,650000,서초구
317520,217,방림시장,134,달걀(왕란),10개 ,2000,Jul-12,,1,전통시장,650000,서초구
317521,217,방림시장,144,"조기(국산,냉동)",1마리 (25cm),0,Jul-12,무입고 ,1,전통시장,650000,서초구
317522,217,방림시장,152,"명태(러시아,냉동)",1마리 (40cm),2500,Jul-12,2미 5000,1,전통시장,650000,서초구
317523,217,방림시장,256,"오징어(냉동,국산)",1마리 (25cm),2000,Jul-12,2미 4000,1,전통시장,650000,서초구
317524,217,방림시장,266,"고등어(생물,국산)",1마리 (20cm),1666,Jul-12,3미 5000,1,전통시장,650000,서초구
317525,109,고척근린시장,305,"사과(부사, 300g)",1개,2500,Jul-12,국내산,1,전통시장,530000,구로구
317526,109,고척근린시장,306,"배(신고, 600g)",1개,3000,Jul-12,국내산,1,전통시장,530000,구로구
